acyr,semr,sid,loam
98,1,SD980685 ,45165
98,1,SD980690 ,45165
98,1,SD980691 ,45165
98,1,SD980692 ,45165
98,1,SD980694 ,45165
98,1,SD980703 ,45165
98,1,SD980704 ,45165
98,1,SD980712 ,45165
98,1,SD980713 ,56165
98,1,SD980715 ,45165
98,1,SD980719 ,45165
98,1,SD980720 ,45165
98,1,SD980721 ,60065
98,1,SD980723 ,48165
98,1,SD980725 ,57165
98,1,SD980727 ,45165
98,1,SD980729 ,45165
98,1,SD980732 ,45165
98,1,SD980736 ,45165
98,1,SD980738 ,45165
98,1,SD980739 ,17346
98,1,SD980742 ,45165
98,1,SD980744 ,45165
98,1,SD980765 ,44027
98,1,SD980768 ,45165
98,1,SD980773 ,45165
98,1,SD980776 ,60065
98,1,SD980783 ,45165
98,1,SD980785 ,56165
98,1,SD980787 ,45165
98,1,SD980789 ,45165
98,1,SD980794 ,60065
98,1,SD980795 ,45165
98,1,SD980796 ,45165
98,1,SD980797 ,45165
98,1,SD980799 ,45165
98,1,SD980800 ,45165
98,1,SD980802 ,44027
98,1,SD980805 ,45165
98,1,SD980821 ,45165
98,1,SD980822 ,48165
98,1,SD980823 ,45165
98,1,SD980824 ,45165
98,1,SD980825 ,45165
98,1,SD980834 ,57065
98,1,SD980837 ,45165
98,1,SD980838 ,45165
98,1,SD980841 ,45165
98,1,SD980842 ,56165
98,1,SD980843 ,45165
98,1,SD980851 ,45165
98,1,SD980853 ,45165
98,1,SD980856 ,45165
98,1,SD980859 ,45165
98,1,SD980861 ,25000
98,1,SD980862 ,45165
98,2,SD980237 ,44290
98,2,SD980240 ,44290
98,2,SD980241 ,44290
98,2,SD980243 ,44290
98,2,SD980249 ,44290
98,2,SD980253 ,44290
98,2,SD980254 ,44290
98,2,SD980256 ,55290
98,2,SD980257 ,44290
98,2,SD980261 ,44290
98,2,SD980263 ,44290
98,2,SD980266 ,44290
98,2,SD980267 ,44290
98,2,SD980269 ,44290
98,2,SD980270 ,47290
98,2,SD980271 ,20290
98,2,SD980273 ,44290
98,2,SD980274 ,44290
98,2,SD980277 ,44290
98,2,SD980285 ,44290
98,2,SD980286 ,44290
98,2,SD980293 ,44290
98,2,SD980299 ,56190
98,2,SD980302 ,44290
98,2,SD980304 ,17290
98,2,SD980310 ,44290
98,2,SD980317 ,17290
98,2,SD980319 ,44290
98,2,SD980322 ,32290
98,2,SD980324 ,44290
98,2,SD980328 ,44290
98,2,SD980330 ,9290
98,2,SD980331 ,44290
98,2,SD980332 ,20290
98,2,SD980340 ,44290
98,2,SD980342 ,44290
98,2,SD980344 ,56190
98,2,SD980345 ,38785
98,2,SD980352 ,36082
98,2,SD980354 ,45165
98,2,SD980355 ,45165
98,2,SD980357 ,45165
98,2,SD980359 ,45165
98,2,SD980361 ,10165
98,2,SD980367 ,10165
98,2,SD980368 ,45165
98,2,SD980369 ,10165
98,2,SD980370 ,45165
98,2,SD980374 ,45165
98,2,SD980379 ,45165
98,2,SD980385 ,45165
98,2,SD980386 ,45165
98,2,SD980387 ,45165
98,2,SD980389 ,45165
98,2,SD980390 ,45165
98,2,SD980391 ,45165
98,2,SD980393 ,45165
98,2,SD980395 ,45165
98,2,SD980396 ,45165
98,2,SD980398 ,58065
98,2,SD980399 ,60065
98,2,SD980402 ,18165
98,2,SD980403 ,24760
98,2,SD980413 ,58065
98,2,SD980419 ,18165
98,2,SD980421 ,45165
98,2,SD980423 ,45165
98,2,SD980425 ,10165
98,2,SD980427 ,45165
98,2,SD980428 ,57065
98,2,SD980433 ,53165
98,2,SD980437 ,58065
98,2,SD980441 ,45165
98,2,SD980443 ,45165
98,2,SD980449 ,33165
98,2,SD980452 ,57065
98,2,SD980454 ,48165
98,2,SD980455 ,45165
98,2,SD980457 ,58065
98,2,SD980459 ,54165
98,2,SD980460 ,45165
98,2,SD980465 ,17874
98,2,SD980473 ,44290
98,2,SD980475 ,44290
98,2,SD980477 ,44290
98,2,SD980488 ,44290
98,2,SD980490 ,44290
98,2,SD980491 ,44290
98,2,SD980493 ,44290
98,2,SD980498 ,44290
98,2,SD980499 ,9290
98,2,SD980500 ,44290
98,2,SD980505 ,44290
98,2,SD980514 ,59190
98,2,SD980515 ,23885
98,2,SD980525 ,44290
98,2,SD980533 ,44290
98,2,SD980534 ,44290
98,2,SD980537 ,47290
98,2,SD980538 ,44290
98,2,SD980540 ,44290
98,2,SD980543 ,20290
98,2,SD980549 ,44290
98,2,SD980551 ,44290
98,2,SD980552 ,44290
98,2,SD980557 ,47290
98,2,SD980558 ,44290
98,2,SD980559 ,9290
98,2,SD980562 ,47290
98,2,SD980563 ,44290
98,2,SD980571 ,22290
98,2,SD980573 ,44290
98,2,SD980576 ,47290
98,2,SD980585 ,45165
98,2,SD980586 ,45165
98,2,SD980587 ,45165
98,2,SD980589 ,45165
98,2,SD980597 ,48165
98,2,SD980603 ,45165
98,2,SD980607 ,18749
98,2,SD980609 ,45165
98,2,SD980615 ,45165
98,2,SD980617 ,45165
98,2,SD980620 ,45165
98,2,SD980632 ,53165
98,2,SD980647 ,45165
98,2,SD980651 ,45165
98,2,SD980653 ,45165
98,2,SD980656 ,45165
98,2,SD980660 ,45165
98,2,SD980661 ,10165
98,2,SD980664 ,45165
98,2,SD980669 ,45165
98,2,SD980673 ,45165
98,2,SD980676 ,10165
98,2,SD980679 ,45165
98,2,SD980685 ,45165
98,2,SD980686 ,30000
98,2,SD980690 ,45165
98,2,SD980691 ,45165
98,2,SD980692 ,45165
98,2,SD980694 ,45165
98,2,SD980703 ,18165
98,2,SD980704 ,45165
98,2,SD980712 ,45165
98,2,SD980713 ,33165
98,2,SD980715 ,45165
98,2,SD980719 ,10165
98,2,SD980720 ,45165
98,2,SD980721 ,57065
98,2,SD980723 ,45165
98,2,SD980725 ,45165
98,2,SD980729 ,45165
98,2,SD980732 ,45165
98,2,SD980736 ,45165
98,2,SD980738 ,45165
98,2,SD980742 ,45165
98,2,SD980768 ,44290
98,2,SD980773 ,44290
98,2,SD980776 ,44190
98,2,SD980783 ,44290
98,2,SD980785 ,20290
98,2,SD980787 ,9290
98,2,SD980789 ,44290
98,2,SD980794 ,37190
98,2,SD980796 ,44290
98,2,SD980797 ,44290
98,2,SD980799 ,9290
98,2,SD980801 ,44290
98,2,SD980805 ,44290
98,2,SD980821 ,44290
98,2,SD980822 ,44290
98,2,SD980834 ,56190
98,2,SD980837 ,44290
98,2,SD980838 ,44290
98,2,SD980841 ,44290
98,2,SD980842 ,55290
98,2,SD980843 ,44290
98,2,SD980851 ,44290
98,2,SD980853 ,17290
98,2,SD980859 ,44290
98,2,SD980861 ,17290
99,1,SD980237 ,44240
99,1,SD980240 ,44240
99,1,SD980241 ,44240
99,1,SD980242 ,44240
99,1,SD980243 ,44240
99,1,SD980249 ,44240
99,1,SD980253 ,44240
99,1,SD980254 ,44240
99,1,SD980257 ,44240
99,1,SD980261 ,44240
99,1,SD980263 ,44240
99,1,SD980266 ,44240
99,1,SD980269 ,44240
99,1,SD980270 ,47240
99,1,SD980271 ,47240
99,1,SD980273 ,44240
99,1,SD980274 ,44240
99,1,SD980285 ,44240
99,1,SD980286 ,44240
99,1,SD980293 ,44240
99,1,SD980299 ,53240
99,1,SD980302 ,44240
99,1,SD980304 ,44240
99,1,SD980310 ,44240
99,1,SD980311 ,44240
99,1,SD980317 ,44240
99,1,SD980318 ,44240
99,1,SD980319 ,44240
99,1,SD980322 ,44240
99,1,SD980325 ,44240
99,1,SD980328 ,44240
99,1,SD980330 ,44240
99,1,SD980331 ,44240
99,1,SD980332 ,47240
99,1,SD980340 ,44240
99,1,SD980342 ,44240
99,1,SD980344 ,56140
99,1,SD980345 ,35736
99,1,SD980346 ,44240
99,1,SD980352 ,36082
99,1,SD980354 ,45115
99,1,SD980357 ,45115
99,1,SD980359 ,45115
99,1,SD980361 ,45115
99,1,SD980367 ,45115
99,1,SD980368 ,45115
99,1,SD980369 ,45115
99,1,SD980370 ,45115
99,1,SD980374 ,45115
99,1,SD980375 ,45115
99,1,SD980379 ,45115
99,1,SD980385 ,45115
99,1,SD980386 ,45115
99,1,SD980387 ,45115
99,1,SD980389 ,45115
99,1,SD980390 ,45115
99,1,SD980391 ,45115
99,1,SD980393 ,45115
99,1,SD980395 ,45115
99,1,SD980396 ,45115
99,1,SD980398 ,45115
99,1,SD980399 ,45115
99,1,SD980402 ,56115
99,1,SD980403 ,24711
99,1,SD980407 ,78115
99,1,SD980413 ,45115
99,1,SD980418 ,45115
99,1,SD980419 ,45115
99,1,SD980421 ,45115
99,1,SD980422 ,45115
99,1,SD980423 ,45115
99,1,SD980425 ,45115
99,1,SD980427 ,45115
99,1,SD980428 ,45115
99,1,SD980433 ,53115
99,1,SD980437 ,45115
99,1,SD980441 ,45115
99,1,SD980443 ,45115
99,1,SD980449 ,45115
99,1,SD980452 ,45115
99,1,SD980454 ,48115
99,1,SD980455 ,45115
99,1,SD980457 ,45115
99,1,SD980459 ,53115
99,1,SD980460 ,45115
99,1,SD980462 ,45115
99,1,SD980465 ,17824
99,1,SD980472 ,44240
99,1,SD980473 ,44240
99,1,SD980475 ,44240
99,1,SD980477 ,44240
99,1,SD980478 ,44240
99,1,SD980488 ,44240
99,1,SD980490 ,44240
99,1,SD980491 ,44240
99,1,SD980493 ,44240
99,1,SD980495 ,44240
99,1,SD980498 ,44240
99,1,SD980499 ,44240
99,1,SD980500 ,44240
99,1,SD980514 ,47240
99,1,SD980515 ,23836
99,1,SD980517 ,44240
99,1,SD980518 ,44240
99,1,SD980519 ,44240
99,1,SD980521 ,44240
99,1,SD980525 ,44240
99,1,SD980531 ,44240
99,1,SD980533 ,44240
99,1,SD980534 ,44240
99,1,SD980537 ,47240
99,1,SD980538 ,44240
99,1,SD980540 ,44240
99,1,SD980543 ,47240
99,1,SD980549 ,44240
99,1,SD980552 ,44240
99,1,SD980557 ,44240
99,1,SD980558 ,44240
99,1,SD980559 ,44240
99,1,SD980562 ,44240
99,1,SD980563 ,44240
99,1,SD980564 ,44240
99,1,SD980566 ,45115
99,1,SD980571 ,44240
99,1,SD980573 ,44240
99,1,SD980576 ,44240
99,1,SD980580 ,44240
99,1,SD980581 ,26629
99,1,SD980583 ,44240
99,1,SD980586 ,45115
99,1,SD980587 ,45115
99,1,SD980589 ,45115
99,1,SD980591 ,45115
99,1,SD980595 ,45115
99,1,SD980597 ,45115
99,1,SD980603 ,45115
99,1,SD980607 ,18699
99,1,SD980608 ,57015
99,1,SD980609 ,45115
99,1,SD980617 ,45115
99,1,SD980620 ,45115
99,1,SD980626 ,45115
99,1,SD980638 ,45115
99,1,SD980639 ,45115
99,1,SD980640 ,45115
99,1,SD980647 ,45115
99,1,SD980651 ,45115
99,1,SD980653 ,45115
99,1,SD980656 ,45115
99,1,SD980660 ,45115
99,1,SD980661 ,45115
99,1,SD980664 ,45115
99,1,SD980673 ,45115
99,1,SD980676 ,45115
99,1,SD980679 ,45115
99,1,SD980685 ,45115
99,1,SD980690 ,53115
99,1,SD980691 ,45115
99,1,SD980692 ,45115
99,1,SD980694 ,45115
99,1,SD980697 ,27504
99,1,SD980703 ,45115
99,1,SD980704 ,45115
99,1,SD980712 ,45115
99,1,SD980713 ,45115
99,1,SD980715 ,45115
99,1,SD980719 ,27504
99,1,SD980720 ,45115
99,1,SD980721 ,57015
99,1,SD980723 ,45115
99,1,SD980725 ,45115
99,1,SD980727 ,48115
99,1,SD980729 ,45115
99,1,SD980738 ,45115
99,1,SD980742 ,45115
99,1,SD980743 ,45115
99,1,SD980761 ,44240
99,1,SD980765 ,44240
99,1,SD980768 ,47240
99,1,SD980773 ,44240
99,1,SD980776 ,47240
99,1,SD980783 ,44240
99,1,SD980785 ,55240
99,1,SD980787 ,44240
99,1,SD980789 ,44240
99,1,SD980794 ,47240
99,1,SD980795 ,44240
99,1,SD980796 ,44240
99,1,SD980797 ,44240
99,1,SD980799 ,44240
99,1,SD980801 ,44240
99,1,SD980802 ,44240
99,1,SD980805 ,44240
99,1,SD980821 ,44240
99,1,SD980822 ,44240
99,1,SD980824 ,44240
99,1,SD980834 ,56140
99,1,SD980837 ,44240
99,1,SD980838 ,44240
99,1,SD980842 ,55240
99,1,SD980843 ,44240
99,1,SD980851 ,44240
99,1,SD980853 ,40000
99,1,SD980859 ,44240
99,1,SD980861 ,30000
99,1,SD980864 ,44240
99,1,SD990232 ,44240
99,1,SD990239 ,44240
99,1,SD990240 ,44240
99,1,SD990242 ,44240
99,1,SD990244 ,44240
99,1,SD990245 ,44240
99,1,SD990246 ,44240
99,1,SD990248 ,44240
99,1,SD990249 ,44240
99,1,SD990250 ,59140
99,1,SD990252 ,44240
99,1,SD990257 ,47240
99,1,SD990260 ,44027
99,1,SD990262 ,44240
99,1,SD990265 ,44240
99,1,SD990267 ,47240
99,1,SD990269 ,59140
99,1,SD990270 ,47240
99,1,SD990272 ,47240
99,1,SD990276 ,30000
99,1,SD990279 ,44240
99,1,SD990282 ,56140
99,1,SD990283 ,44240
99,1,SD990299 ,44240
99,1,SD990313 ,44240
99,1,SD990319 ,44240
99,1,SD990322 ,44240
99,1,SD990326 ,44240
99,1,SD990327 ,44240
99,1,SD990329 ,44240
99,1,SD990330 ,44240
99,1,SD990337 ,60140
99,1,SD990347 ,44240
99,1,SD990350 ,47240
99,1,SD990351 ,44240
99,1,SD990354 ,44240
99,1,SD990356 ,44240
99,1,SD990357 ,44240
99,1,SD990358 ,44240
99,1,SD990360 ,44240
99,1,SD990364 ,44240
99,1,SD990366 ,56140
99,1,SD990369 ,44240
99,1,SD990376 ,44240
99,1,SD990377 ,44240
99,1,SD990385 ,44240
99,1,SD990388 ,59140
99,1,SD990391 ,55240
99,1,SD990394 ,56140
99,1,SD990404 ,44240
99,1,SD990408 ,44240
99,1,SD990411 ,44240
99,1,SD990413 ,44240
99,1,SD990414 ,44240
99,1,SD990415 ,41107
99,1,SD990418 ,44240
99,1,SD990421 ,28321
99,1,SD990425 ,47240
99,1,SD990430 ,44240
99,1,SD990432 ,44240
99,1,SD990433 ,26629
99,1,SD990435 ,44240
99,1,SD990443 ,47240
99,1,SD990444 ,47240
99,1,SD990445 ,44240
99,1,SD990448 ,47240
99,1,SD990450 ,37629
99,1,SD990453 ,23800
99,1,SD990460 ,45115
99,1,SD990463 ,45115
99,1,SD990464 ,45115
99,1,SD990469 ,57015
99,1,SD990471 ,45115
99,1,SD990472 ,45115
99,1,SD990475 ,45115
99,1,SD990481 ,45115
99,1,SD990482 ,60015
99,1,SD990483 ,45115
99,1,SD990488 ,57015
99,1,SD990490 ,45115
99,1,SD990493 ,45115
99,1,SD990494 ,47115
99,1,SD990496 ,45115
99,1,SD990503 ,45115
99,1,SD990504 ,14296
99,1,SD990505 ,57015
99,1,SD990507 ,53115
99,1,SD990508 ,57015
99,1,SD990510 ,48115
99,1,SD990511 ,60015
99,1,SD990527 ,48115
99,1,SD990534 ,45115
99,1,SD990537 ,45115
99,1,SD990539 ,45115
99,1,SD990542 ,45115
99,1,SD990545 ,45115
99,1,SD990547 ,60015
99,1,SD990550 ,30000
99,1,SD990552 ,45115
99,1,SD990553 ,45115
99,1,SD990556 ,48115
99,1,SD990558 ,45115
99,1,SD990565 ,44240
99,1,SD990567 ,45115
99,1,SD990568 ,48115
99,1,SD990574 ,53115
99,1,SD990575 ,60015
99,1,SD990578 ,57015
99,1,SD990580 ,57015
99,1,SD990602 ,45115
99,1,SD990604 ,45115
99,1,SD990607 ,48115
99,1,SD990610 ,45115
99,1,SD990611 ,45115
99,1,SD990612 ,44240
99,1,SD990614 ,45115
99,1,SD990616 ,45115
99,1,SD990618 ,44240
99,1,SD990620 ,60015
99,1,SD990621 ,56115
99,1,SD990629 ,45115
99,1,SD990630 ,45115
99,1,SD990631 ,45115
99,1,SD990636 ,45115
99,1,SD990642 ,48115
99,1,SD990647 ,53115
99,1,SD990652 ,23858
99,1,SD990657 ,45115
99,1,SD990659 ,45115
99,1,SD990662 ,45115
99,1,SD990666 ,45115
99,1,SD990668 ,45115
99,1,SD990671 ,45115
99,1,SD990673 ,44027
99,1,SD990675 ,45115
99,1,SD990676 ,45115
99,1,SD990678 ,48115
99,1,SD990679 ,57115
99,1,SD990680 ,45115
99,1,SD990684 ,45115
99,1,SD990687 ,45115
99,1,SD990689 ,45115
99,1,SD990690 ,45115
99,1,SD990691 ,45115
99,1,SD990692 ,45115
99,1,SD990696 ,45115
99,1,SD990698 ,45115
99,1,SD990699 ,48115
99,1,SD990702 ,56115
99,1,SD990704 ,24711
99,1,SD990709 ,35000
99,1,SD990711 ,45115
99,1,SD990712 ,45115
99,1,SD990714 ,45115
99,1,SD990716 ,45115
99,1,SD990717 ,45115
99,1,SD990718 ,45115
99,1,SD990720 ,45115
99,1,SD990727 ,45115
99,1,SD990732 ,45115
99,1,SD990733 ,44902
99,1,SD990737 ,54115
99,1,SD990738 ,45115
99,1,SD990742 ,45115
99,1,SD990743 ,45115
99,1,SD990746 ,45115
99,1,SD990749 ,48115
99,1,SD990756 ,25296
99,1,SD990759 ,24711
99,1,SD990765 ,45115
99,1,SD990768 ,45115
99,1,SD990770 ,45115
99,1,SD990771 ,48115
99,1,SD990772 ,45115
99,1,SD990776 ,45115
99,1,SD990778 ,48115
99,1,SD990779 ,48115
99,1,SD990781 ,45115
99,1,SD990782 ,45115
99,1,SD990786 ,45115
99,1,SD990787 ,45115
99,1,SD990788 ,45115
99,1,SD990791 ,45115
99,1,SD990793 ,45115
99,1,SD990797 ,56115
99,1,SD990798 ,45115
99,1,SD990802 ,45115
99,1,SD990806 ,45115
99,1,SD990811 ,45115
99,1,SD990822 ,45115
99,1,SD990824 ,56115
99,1,SD990829 ,45115
99,1,SD990830 ,45115
99,1,SD990833 ,48115
99,1,SD990834 ,45115
99,1,SD990840 ,45115
99,1,SD990844 ,45115
99,1,SD990847 ,45115
99,1,SD990854 ,45115
99,1,SD990855 ,45115
99,1,SD990860 ,45115
99,1,SD990861 ,45115
99,1,SD990869 ,45115
99,1,SD990870 ,45115
99,1,SD990873 ,60015
99,1,SD990875 ,56115
99,2,SD980237 ,44240
99,2,SD980240 ,44240
99,2,SD980241 ,44240
99,2,SD980242 ,9240
99,2,SD980248 ,44240
99,2,SD980249 ,44240
99,2,SD980253 ,44240
99,2,SD980254 ,44240
99,2,SD980257 ,44240
99,2,SD980261 ,44240
99,2,SD980263 ,44240
99,2,SD980266 ,44240
99,2,SD980269 ,44240
99,2,SD980270 ,12240
99,2,SD980271 ,12240
99,2,SD980273 ,44240
99,2,SD980274 ,44240
99,2,SD980285 ,44240
99,2,SD980286 ,44240
99,2,SD980288 ,44240
99,2,SD980290 ,44240
99,2,SD980299 ,52240
99,2,SD980302 ,9240
99,2,SD980304 ,22240
99,2,SD980310 ,27240
99,2,SD980311 ,44240
99,2,SD980317 ,17240
99,2,SD980319 ,44240
99,2,SD980322 ,17240
99,2,SD980328 ,44240
99,2,SD980330 ,9240
99,2,SD980331 ,44240
99,2,SD980332 ,25240
99,2,SD980340 ,44240
99,2,SD980342 ,44240
99,2,SD980344 ,56140
99,2,SD980345 ,38735
99,2,SD980346 ,44240
99,2,SD980349 ,44240
99,2,SD980352 ,36082
99,2,SD980357 ,44240
99,2,SD980359 ,44240
99,2,SD980361 ,9240
99,2,SD980367 ,9240
99,2,SD980370 ,44240
99,2,SD980374 ,44240
99,2,SD980379 ,17240
99,2,SD980385 ,44240
99,2,SD980386 ,44240
99,2,SD980389 ,44240
99,2,SD980390 ,44240
99,2,SD980391 ,22240
99,2,SD980393 ,44240
99,2,SD980395 ,27240
99,2,SD980396 ,17240
99,2,SD980398 ,44240
99,2,SD980399 ,44240
99,2,SD980402 ,17240
99,2,SD980403 ,23835
99,2,SD980407 ,74240
99,2,SD980413 ,44240
99,2,SD980418 ,44240
99,2,SD980419 ,9240
99,2,SD980421 ,44240
99,2,SD980422 ,44240
99,2,SD980423 ,44240
99,2,SD980425 ,9240
99,2,SD980427 ,22240
99,2,SD980428 ,44240
99,2,SD980433 ,17240
99,2,SD980437 ,44240
99,2,SD980441 ,44240
99,2,SD980443 ,44240
99,2,SD980449 ,32240
99,2,SD980452 ,9240
99,2,SD980454 ,12240
99,2,SD980455 ,44240
99,2,SD980457 ,17240
99,2,SD980459 ,52240
99,2,SD980460 ,44240
99,2,SD980465 ,17824
99,2,SD980473 ,44240
99,2,SD980475 ,44240
99,2,SD980477 ,44240
99,2,SD980488 ,44240
99,2,SD980490 ,44240
99,2,SD980491 ,44240
99,2,SD980493 ,44240
99,2,SD980495 ,44240
99,2,SD980498 ,44240
99,2,SD980499 ,9240
99,2,SD980500 ,44240
99,2,SD980514 ,12240
99,2,SD980515 ,23835
99,2,SD980517 ,44240
99,2,SD980518 ,52240
99,2,SD980519 ,44240
99,2,SD980521 ,44240
99,2,SD980525 ,44240
99,2,SD980533 ,9240
99,2,SD980537 ,44240
99,2,SD980538 ,44240
99,2,SD980549 ,44240
99,2,SD980552 ,9240
99,2,SD980557 ,44240
99,2,SD980558 ,47240
99,2,SD980559 ,20240
99,2,SD980562 ,9240
99,2,SD980563 ,44240
99,2,SD980566 ,44240
99,2,SD980571 ,22240
99,2,SD980573 ,44240
99,2,SD980576 ,44240
99,2,SD980580 ,44240
99,2,SD980581 ,26629
99,2,SD980583 ,9240
99,2,SD980586 ,23115
99,2,SD980587 ,45115
99,2,SD980589 ,45115
99,2,SD980597 ,45115
99,2,SD980603 ,45115
99,2,SD980607 ,18699
99,2,SD980608 ,22015
99,2,SD980609 ,45115
99,2,SD980617 ,45115
99,2,SD980620 ,45115
99,2,SD980626 ,45115
99,2,SD980628 ,45115
99,2,SD980639 ,45115
99,2,SD980640 ,45115
99,2,SD980643 ,44902
99,2,SD980647 ,45115
99,2,SD980651 ,45115
99,2,SD980653 ,45115
99,2,SD980660 ,45115
99,2,SD980661 ,10115
99,2,SD980673 ,45115
99,2,SD980676 ,10115
99,2,SD980679 ,28115
99,2,SD980685 ,45115
99,2,SD980690 ,53115
99,2,SD980692 ,45115
99,2,SD980694 ,45115
99,2,SD980697 ,27504
99,2,SD980700 ,45115
99,2,SD980703 ,10115
99,2,SD980704 ,45115
99,2,SD980712 ,45115
99,2,SD980713 ,45115
99,2,SD980715 ,45115
99,2,SD980719 ,27504
99,2,SD980723 ,45115
99,2,SD980725 ,45115
99,2,SD980729 ,45115
99,2,SD980738 ,45115
99,2,SD980742 ,45115
99,2,SD980761 ,44240
99,2,SD980768 ,47240
99,2,SD980773 ,44240
99,2,SD980776 ,25240
99,2,SD980783 ,44240
99,2,SD980785 ,28240
99,2,SD980787 ,44240
99,2,SD980789 ,44240
99,2,SD980794 ,17240
99,2,SD980796 ,44240
99,2,SD980797 ,44240
99,2,SD980799 ,9240
99,2,SD980800 ,44240
99,2,SD980801 ,44240
99,2,SD980802 ,44240
99,2,SD980805 ,44240
99,2,SD980821 ,44240
99,2,SD980822 ,44240
99,2,SD980834 ,56140
99,2,SD980837 ,44240
99,2,SD980838 ,44240
99,2,SD980842 ,55240
99,2,SD980843 ,44240
99,2,SD980851 ,44240
99,2,SD980853 ,44240
99,2,SD980859 ,44240
99,2,SD980861 ,17240
99,2,SD980868 ,27240
99,2,SD990239 ,27240
99,2,SD990240 ,27240
99,2,SD990242 ,47240
99,2,SD990244 ,44240
99,2,SD990245 ,44240
99,2,SD990246 ,32240
99,2,SD990248 ,9240
99,2,SD990250 ,59140
99,2,SD990257 ,44240
99,2,SD990262 ,44240
99,2,SD990265 ,44240
99,2,SD990267 ,47240
99,2,SD990269 ,47240
99,2,SD990270 ,44027
99,2,SD990272 ,44240
99,2,SD990276 ,44240
99,2,SD990279 ,56140
99,2,SD990282 ,56140
